site_no,site_name,timestamp_utc,region,flow_cfs,p90_flow_cfs,ratio,high_flow,pct_change_1h,pct_change_3h,pct_change_6h
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-16 22:15:00+00:00,north,2.89,53.89000000000002,0.05362776025236591,False,6.249999999999997,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-16 22:30:00+00:00,north,2.89,53.89000000000002,0.05362776025236591,False,12.890625000000004,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-16 22:45:00+00:00,north,2.89,53.89000000000002,0.05362776025236591,False,12.890625000000004,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-16 23:00:00+00:00,north,3.07,53.89000000000002,0.05696789756912226,False,19.921874999999993,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-16 23:15:00+00:00,north,2.89,53.89000000000002,0.05362776025236591,False,12.890625000000004,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-16 23:30:00+00:00,north,3.07,53.89000000000002,0.05696789756912226,False,19.921874999999993,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-16 23:45:00+00:00,north,2.89,53.89000000000002,0.05362776025236591,False,6.249999999999997,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 00:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,12.867647058823515,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 00:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,12.867647058823515,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 00:30:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,6.228373702422135,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 00:45:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,6.228373702422135,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 01:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,6.228373702422135,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 01:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,6.228373702422135,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 01:30:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,6.228373702422135,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 01:45:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,6.228373702422135,,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 02:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,19.921874999999993,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 02:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,6.228373702422135,6.228373702422135,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 02:30:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,19.921874999999993,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 02:45:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,6.228373702422135,6.228373702422135,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 03:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,12.867647058823515,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 03:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,19.921874999999993,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 03:30:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,12.867647058823515,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 03:45:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,12.867647058823515,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 04:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,12.867647058823515,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 04:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,12.867647058823515,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 04:30:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,19.921874999999993,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 04:45:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,19.921874999999993,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 05:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,19.921874999999993,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 05:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,19.921874999999993,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 05:30:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,19.921874999999993,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 05:45:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,12.867647058823515,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 06:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,12.867647058823515,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 06:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,12.867647058823515,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 06:30:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,6.228373702422135,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 06:45:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,6.228373702422135,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 07:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,6.228373702422135,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 07:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,6.228373702422135,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 07:30:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,6.228373702422135,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 07:45:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,6.228373702422135,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 08:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 08:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,6.228373702422135,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 08:30:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 08:45:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,6.228373702422135,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 09:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 09:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 09:30:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 09:45:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 10:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 10:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 10:30:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 10:45:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 11:00:00+00:00,north,3.25,31.23000000000008,0.10406660262568017,False,5.863192182410429,5.863192182410429,26.953125
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 11:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,6.228373702422135
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 11:30:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,19.921874999999993
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 11:45:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,6.228373702422135
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 12:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,12.867647058823515
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 12:15:00+00:00,north,3.25,31.23000000000008,0.10406660262568017,False,5.863192182410429,5.863192182410429,26.953125
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 12:30:00+00:00,north,3.25,31.23000000000008,0.10406660262568017,False,5.863192182410429,5.863192182410429,19.48529411764705
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 12:45:00+00:00,north,3.25,31.23000000000008,0.10406660262568017,False,5.863192182410429,5.863192182410429,19.48529411764705
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 13:00:00+00:00,north,3.25,31.23000000000008,0.10406660262568017,False,5.863192182410429,5.863192182410429,19.48529411764705
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 13:15:00+00:00,north,3.25,31.23000000000008,0.10406660262568017,False,5.863192182410429,5.863192182410429,19.48529411764705
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 13:30:00+00:00,north,3.25,31.23000000000008,0.10406660262568017,False,5.863192182410429,5.863192182410429,26.953125
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 13:45:00+00:00,north,3.25,31.23000000000008,0.10406660262568017,False,5.863192182410429,5.863192182410429,26.953125
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 14:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,-5.538461538461544,0.0,19.921874999999993
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 14:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,19.921874999999993
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 14:30:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,19.921874999999993
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 14:45:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,12.867647058823515
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 15:00:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,0.0,0.0,12.867647058823515
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 15:15:00+00:00,north,3.07,31.23000000000008,0.09830291386487326,False,-5.538461538461544,0.0,12.867647058823515
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 15:30:00+00:00,north,2.89,31.23000000000008,0.09253922510406637,False,-11.076923076923073,-5.8631921824104145,0.0
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 15:45:00+00:00,north,2.89,31.23000000000008,0.09253922510406637,False,-11.076923076923073,-5.8631921824104145,0.0
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 16:00:00+00:00,north,2.89,31.23000000000008,0.09253922510406637,False,-11.076923076923073,-5.8631921824104145,0.0
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 16:15:00+00:00,north,2.89,31.23000000000008,0.09253922510406637,False,-11.076923076923073,-5.8631921824104145,0.0
1613900,"HOGUE CREEK NEAR HAYFIELD, VA",2025-11-17 16:30:00+00:00,north,2.72,31.23000000000008,0.08709574127441541,False,-16.3076923076923,-11.400651465798035,-5.8823529411764675
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 17:00:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 17:15:00+00:00,north,6.78,187.80000000000007,0.03610223642172523,False,,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 17:30:00+00:00,north,6.78,187.80000000000007,0.03610223642172523,False,,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 17:45:00+00:00,north,6.78,187.80000000000007,0.03610223642172523,False,,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 18:00:00+00:00,north,6.78,187.80000000000007,0.03610223642172523,False,,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 18:15:00+00:00,north,6.78,187.80000000000007,0.03610223642172523,False,,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 18:30:00+00:00,north,6.78,187.80000000000007,0.03610223642172523,False,,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 18:45:00+00:00,north,6.78,187.80000000000007,0.03610223642172523,False,,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 19:00:00+00:00,north,6.78,187.80000000000007,0.03610223642172523,False,,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 19:15:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 19:30:00+00:00,north,6.78,187.80000000000007,0.03610223642172523,False,,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 19:45:00+00:00,north,6.78,187.80000000000007,0.03610223642172523,False,,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 20:00:00+00:00,north,6.78,187.80000000000007,0.03610223642172523,False,5.116279069767442,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 20:15:00+00:00,north,6.78,187.80000000000007,0.03610223642172523,False,0.0,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 20:30:00+00:00,north,6.78,187.80000000000007,0.03610223642172523,False,0.0,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 20:45:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,-4.8672566371681425,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 21:00:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,-4.8672566371681425,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 21:15:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,-4.8672566371681425,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 21:30:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,-4.8672566371681425,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 21:45:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,-4.8672566371681425,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 22:00:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,-4.8672566371681425,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 22:15:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,0.0,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 22:30:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,-4.8672566371681425,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 22:45:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,-4.8672566371681425,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 23:00:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,-4.8672566371681425,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 23:15:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,-4.8672566371681425,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 23:30:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,-4.8672566371681425,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-16 23:45:00+00:00,north,6.45,187.80000000000007,0.03434504792332267,False,0.0,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 00:00:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,-4.961240310077524,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 00:15:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,-4.961240310077524,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 00:30:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,-4.961240310077524,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 00:45:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,-4.961240310077524,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 01:00:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,-4.961240310077524,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 01:15:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,-4.961240310077524,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 01:30:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,-4.961240310077524,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 01:45:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,-4.961240310077524,,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 02:00:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,-4.961240310077524,-4.961240310077524,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 02:15:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,-4.961240310077524,-9.587020648967556,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 02:30:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,-4.961240310077524,-9.587020648967556,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 02:45:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,-4.961240310077524,-9.587020648967556,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 03:00:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,0.0,-9.587020648967556,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 03:15:00+00:00,north,6.13,110.80000000000013,0.05532490974729236,False,0.0,-9.587020648967556,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 03:30:00+00:00,north,5.82,110.80000000000013,0.05252707581227431,False,-5.057096247960842,-14.15929203539823,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 03:45:00+00:00,north,5.82,110.80000000000013,0.05252707581227431,False,-5.057096247960842,-14.15929203539823,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 04:00:00+00:00,north,5.82,110.80000000000013,0.05252707581227431,False,-5.057096247960842,-14.15929203539823,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 04:15:00+00:00,north,5.82,110.80000000000013,0.05252707581227431,False,-5.057096247960842,-9.767441860465114,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 04:30:00+00:00,north,5.82,110.80000000000013,0.05252707581227431,False,-5.057096247960842,-14.15929203539823,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 04:45:00+00:00,north,5.82,110.80000000000013,0.05252707581227431,False,-5.057096247960842,-14.15929203539823,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 05:00:00+00:00,north,5.82,110.80000000000013,0.05252707581227431,False,-5.057096247960842,-14.15929203539823,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 05:15:00+00:00,north,5.52,110.80000000000013,0.04981949458483748,False,-9.951060358890707,-18.584070796460185,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 05:30:00+00:00,north,5.52,110.80000000000013,0.04981949458483748,False,-9.951060358890707,-18.584070796460185,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 05:45:00+00:00,north,5.52,110.80000000000013,0.04981949458483748,False,-9.951060358890707,-14.4186046511628,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 06:00:00+00:00,north,5.52,110.80000000000013,0.04981949458483748,False,-9.951060358890707,-14.4186046511628,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 06:15:00+00:00,north,5.52,110.80000000000013,0.04981949458483748,False,-9.951060358890707,-14.4186046511628,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 06:30:00+00:00,north,5.52,110.80000000000013,0.04981949458483748,False,-5.154639175257744,-14.4186046511628,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 06:45:00+00:00,north,5.52,110.80000000000013,0.04981949458483748,False,-5.154639175257744,-14.4186046511628,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 07:00:00+00:00,north,5.52,110.80000000000013,0.04981949458483748,False,-5.154639175257744,-14.4186046511628,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 07:15:00+00:00,north,5.23,110.80000000000013,0.0472021660649819,False,-10.137457044673537,-18.91472868217054,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 07:30:00+00:00,north,5.23,110.80000000000013,0.0472021660649819,False,-10.137457044673537,-18.91472868217054,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 07:45:00+00:00,north,5.23,110.80000000000013,0.0472021660649819,False,-10.137457044673537,-18.91472868217054,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 08:00:00+00:00,north,5.23,110.80000000000013,0.0472021660649819,False,-10.137457044673537,-18.91472868217054,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 08:15:00+00:00,north,5.23,110.80000000000013,0.0472021660649819,False,-5.253623188405783,-18.91472868217054,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 08:30:00+00:00,north,5.23,110.80000000000013,0.0472021660649819,False,-5.253623188405783,-18.91472868217054,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 08:45:00+00:00,north,5.23,110.80000000000013,0.0472021660649819,False,-5.253623188405783,-18.91472868217054,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 09:00:00+00:00,north,4.96,110.80000000000013,0.04476534296028876,False,-10.144927536231878,-19.086460032626427,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 09:15:00+00:00,north,5.23,110.80000000000013,0.0472021660649819,False,-5.253623188405783,-14.68189233278955,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 09:30:00+00:00,north,4.96,110.80000000000013,0.04476534296028876,False,-10.144927536231878,-19.086460032626427,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 09:45:00+00:00,north,4.96,110.80000000000013,0.04476534296028876,False,-10.144927536231878,-19.086460032626427,
1615000,"OPEQUON CREEK NEAR BERRYVILLE, VA",2025-11-17 10:00:00+00:00,north,4.96,110.80000000000013,0.04476534296028876,False,-10.144927536231878,-19.086460032626427,
